id,SMILES_input,fingerprints_input_ECFP4,SMILES_out,SMILES_output_ECFP4
1368,C C 1 = C C = C ( C = C 1 ) N C 2 = N C ( = N C ( = N 2 ) N ) C O C ( = O ) C 3 = C C = C C ( = C 3 C ) C,71 72 80 106 142 145 147 149 191 220 235 252 310 378 407 409 456 491 650 657 695 745 783 807 843 883 904 908 1039 1042 1057 1088 1152 1171 1221 1240 1254 1380 1391 1447 1457 1486 1508 1524 1525 1582 1586 1614 1637 1652 1673 1722 1750 1823 1855 1873 1876 1891 1910 1917 1920 1929 1991 1999 2015,CC1=CC=C(C=C1)NC2=NC(=NC(=N2)N)COC(=O)C3=CC=CC(=C3C)C(=O)OCC4=NC(=NC(=N4)N)NOC(=O)C5=CC=CC(=C5C)C,CC1=CC=C(C=C1)NC2=NC(=NC(=N2)N)COC(=O)C3=CC=CC(=C3C)C(=O)OCC4=NC(=NC(=N4)N)NOC(=O)C5=CC=CC(=C5C)C
1369,C N ( C 1 = C ( C = C ( C = C 1 ) [N+] ( = O ) [O-] ) [N+] ( = O ) [O-] ) N = C C 2 = C C = C C = C 2 O,46 133 199 234 265 271 334 335 354 358 441 630 640 650 694 703 715 716 725 753 787 807 838 864 875 881 961 1034 1057 1088 1163 1195 1199 1227 1274 1377 1380 1425 1458 1459 1597 1602 1607 1609 1687 1750 1778 1809 1814 1830 1831 1852 1853 1873 1940 1963 2016 2018,CN(C1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])N=CN(C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])N=CC3=CC=CC=C3O,CN(C1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])N=CN(C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])N=CC3=CC=CC=C3O
1370,c 1 ( c 2 n ( c n 1 ) c 1 c ( C ( = N C 2 ) c 2 c ( Cl ) c c c c 2 ) c c c c 1 ) c 1 n c ( o n 1 ) C C C,64 80 91 124 135 248 294 302 307 323 352 366 378 431 561 564 624 656 684 704 724 756 794 802 815 881 917 926 932 935 962 974 984 1057 1088 1132 1177 1199 1243 1295 1349 1356 1380 1385 1387 1422 1444 1452 1536 1542 1563 1619 1626 1647 1667 1683 1726 1750 1855 1857 1873 1879 1910 2004,CCCC1=NC(=NO1)C2=C3CN=C(C4=CC=CC=C4N3C=N2)C5=CC=CC=C5Cl,CCCC1=NC(=NO1)C2=C3CN=C(C4=CC=CC=C4N3C=N2)C5=CC=CC=C5Cl
1371,C C 1 = C ( C ( = C C = C 1 ) C ) O C C ( C N 2 C 3 = C C = C C = C 3 N = C 2 C 4 C C 4 ) O,1 45 61 80 118 169 200 227 281 289 333 357 378 380 403 408 459 497 540 597 640 658 695 735 737 802 807 911 926 935 1019 1039 1057 1088 1097 1115 1199 1230 1285 1325 1374 1380 1391 1452 1565 1598 1608 1694 1697 1722 1750 1784 1816 1855 1873 1912 1922 1952 1999 2000 2038,CC1=C(C(=CC=C1)C)OCC(CN2C3=CC=CC=C3N=C2C4CCC(N4OC5=C(C=CC=C5C)C)N6C7=CC=CC=C7N=C6C8CC8)O,CC1=C(C(=CC=C1)C)OCC(CN2C3=CC=CC=C3N=C2C4CCC(N4OC5=C(C=CC=C5C)C)N6C7=CC=CC=C7N=C6C8CC8)O
1372,C C ( O C C C 1 = C C = C ( C = C 1 ) [N+] ( = O ) [O-] ) O [C@@H] 2 [C@@H] ( [C@H] ( O [C@H] 2 N 3 C = C C ( = N C 3 = O ) N ) C O C ( = O ) C ) O,1 13 57 58 62 75 80 100 119 145 147 214 234 251 283 310 314 316 378 424 443 485 488 577 606 610 650 656 695 715 753 767 769 782 807 838 846 853 935 1017 1019 1035 1045 1057 1101 1136 1161 1171 1176 1177 1189 1195 1243 1257 1274 1380 1397 1429 1457 1487 1505 1522 1593 1642 1724 1750 1754 1809 1814 1855 1857 1873 1874 1878 1887 1917 1921 1950 1963 1973 2023 2042,CC(OCCC1=CC=C(C=C1)[N+](=O)[O-])O[C@@H]2[C@@H]([C@H](O[C@H]2N3C=CC(=NC3=O)N)COC(=O)C)O,CC(OCCC1=CC=C(C=C1)[N+](=O)[O-])O[C@@H]2[C@@H]([C@H](O[C@H]2N3C=CC(=NC3=O)N)COC(=O)C)O
1373,C 1 C N ( C C C 1 O ) C 2 = C C = C ( C = C 2 ) S ( = O ) ( = O ) C ( F ) ( F ) F,77 114 231 233 319 335 336 350 407 431 588 590 650 687 715 735 760 769 806 807 892 926 935 1019 1033 1121 1213 1257 1325 1380 1405 1453 1476 1480 1613 1630 1750 1825 1831 1873 1897 1928,C1CN(CCC1O)C2=CC=C(C=C2)S(=O)(=O)C(C3=C(CC(C(C3)O)O)S(=O)(=O)C(F)(F)F)(F)F,C1CN(CCC1O)C2=CC=C(C=C2)S(=O)(=O)C(C3=C(CC(C(C3)O)O)S(=O)(=O)C(F)(F)F)(F)F
1374,C 1 C O C C N 1 C C 2 = C C ( = C ( S 2 ) Cl ) Br,80 92 162 171 236 384 440 446 523 561 628 656 675 698 728 784 833 875 905 926 935 950 975 1050 1080 1310 1321 1332 1360 1369 1380 1405 1441 1480 1631 1676 1683 1765 1791 1849 1873,C1CN(CCN1CC2=CC(=C(S2)Cl)Br)[P+](=[Se])N3CCOCC3,C1CN(CCN1CC2=CC(=C(S2)Cl)Br)[P+](=[Se])N3CCOCC3
1375,C N ( C C C 1 = C C = C C = N 1 ) [C@@H] 2 C C N ( C [C@H] 2 O ) C C 3 = C C = C ( O 3 ) C O C,80 142 152 153 172 250 378 448 457 511 531 560 577 607 656 695 704 724 726 739 745 777 807 841 849 881 893 904 926 927 934 935 955 977 978 1005 1019 1057 1088 1091 1125 1141 1153 1155 1159 1163 1199 1205 1240 1243 1257 1261 1263 1291 1325 1344 1380 1411 1452 1480 1528 1558 1570 1595 1604 1658 1708 1741 1750 1765 1791 1866 1873 1934 1951,CN(C)N(CCC1=CC=CC=N1)C2CCN(CC2O)CC3=CC=C(O3)CON(C)C4CCN(CC4O)CC5=CC=C(O5)COC,CN(C)N(CCC1=CC=CC=N1)C2CCN(CC2O)CC3=CC=C(O3)CON(C)C4CCN(CC4O)CC5=CC=C(O5)COC
1376,C O C O C ( C ( Cl ) ( Cl ) Cl ) O C,1 80 114 175 316 435 474 493 551 663 695 714 803 841 852 1005 1045 1054 1057 1105 1183 1308 1351 1472 1518 1562 1671 1683 1956,COCOC(C(CC[NH+]=C(OC)OC)(Cl)Cl)OCOC(C(Cl)(Cl)Cl)OCOC,COCOC(C(CC[NH+]=C(OC)OC)(Cl)Cl)OCOC(C(Cl)(Cl)Cl)OCOC
1377,C N ( C C c 1 n o c ( n 1 ) C 1 C C 1 ) C ( = O ) C N 1 C ( = O ) C O c 2 c c c c c 1 2,17 33 69 80 116 130 149 248 314 318 334 378 380 422 441 467 588 599 609 650 656 682 728 751 798 807 819 881 883 926 935 1019 1057 1088 1124 1159 1163 1199 1237 1238 1243 1295 1304 1312 1325 1380 1400 1451 1481 1542 1611 1621 1647 1671 1697 1708 1735 1750 1821 1846 1847 1855 1873 1905 1917 1951 1954 2000,CN(CCC1=NOC(=N1)C2CC2)C(=O)CN3C(=O)COC4=CC=CC=C43,CN(CCC1=NOC(=N1)C2CC2)C(=O)CN3C(=O)COC4=CC=CC=C43
1378,C 1 C C C N ( C C C 1 ) C 2 C C C C 2,2 62 287 366 440 479 558 859 890 926 935 982 1019 1028 1115 1187 1223 1257 1325 1407 1480 1524 1712 1854 1910 1993 1998 2043,C1CCC(CC1)N2CCCCC2N3CCCCC3,C1CCC(CC1)N2CCCCC2N3CCCCC3
1379,C N ( C C C 1 = C C ( = C C ( = C 1 ) C ( F ) ( F ) F ) C ( F ) ( F ) F ) C ( = O ) C ( C 2 = C C = C C = C 2 ) N 3 C C N ( C C 3 ) C C N,1 69 74 80 114 124 204 254 334 389 460 527 623 650 681 807 809 875 881 903 926 928 935 936 981 1051 1057 1088 1119 1145 1158 1163 1171 1199 1243 1260 1265 1365 1368 1380 1395 1417 1424 1433 1435 1453 1480 1482 1489 1577 1581 1627 1687 1711 1750 1754 1786 1791 1836 1840 1873 1914 1917 1928 1951,CN(CCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=O)C(C2=CC=CC=C2)N3CCN(CC3)CCN(C)C(=O)C(C4=CC=CC=C4)N5CCN(CC5)CCN,CN(CCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=O)C(C2=CC=CC=C2)N3CCN(CC3)CCN(C)C(=O)C(C4=CC=CC=C4)N5CCN(CC5)CCN
1380,C C O C 1 = C C = C C = C 1 / C = N / N C ( = O ) C 2 = C C = C ( C = C 2 ) N 3 C = N N = N 3,80 118 140 186 201 202 233 237 281 294 318 378 425 441 486 650 694 695 711 725 738 807 818 845 864 924 932 935 961 987 1057 1088 1152 1199 1238 1380 1385 1410 1452 1455 1518 1665 1697 1750 1783 1825 1833 1867 1873 1890 1917 1970 1992 2012 2014,CCOC1=CC=CC=C1/C=N/NC(=O)C2=CC=C(C=C2)N3C=NN=N3,CCOC1=CC=CC=C1/C=N/NC(=O)C2=CC=C(C=C2)N3C=NN=N3
1381,C 1 = C C ( = C C ( = C 1 ) N C ( = O ) C O C 2 = C C = C ( C = C 2 ) [N+] ( = O ) [O-] ) C ( = O ) N C 3 = C C ( = C C = C 3 ) Cl,0 41 80 102 165 167 184 191 192 216 322 451 486 504 526 561 592 608 650 695 703 715 718 753 768 769 807 838 848 875 887 901 1039 1088 1128 1152 1195 1218 1274 1365 1380 1385 1452 1500 1509 1642 1673 1683 1750 1795 1809 1814 1816 1873 1887 1917 1963 1978 1985 2004,[3H]C(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=CC(=C2)C(=O)NP(=O)(COC3=CC=C(C=C3)[N+](=O)[O-])COC4=CC(=CC=C4)Cl,[3H]C(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=CC(=C2)C(=O)NP(=O)(COC3=CC=C(C=C3)[N+](=O)[O-])COC4=CC(=CC=C4)Cl
1382,C C C 1 = C C 2 = C ( C ( = C N = C 2 C = C 1 ) C ( = O ) O C C ) Br,80 138 145 147 159 165 168 177 216 294 310 374 378 390 629 650 695 728 759 765 807 875 952 961 1057 1097 1220 1238 1278 1357 1368 1380 1401 1452 1458 1535 1539 1573 1631 1673 1700 1706 1722 1750 1754 1799 1820 1873 1917 1975 1991 2009,CCC1=CC2=C(C(=CN=C2C=C1)C(=O)OCC)OOC3=C(C=NC=C3C(=O)OCC)Br,CCC1=CC2=C(C(=CN=C2C=C1)C(=O)OCC)OOC3=C(C=NC=C3C(=O)OCC)Br
1383,S ( = O ) ( = O ) ( N ( [C@@H] ( C ( = O ) N O ) C C C ( = O ) N 1 C C N ( c 2 n c c c c 2 ) C C 1 ) C c 1 c c 2 c ( O C O 2 ) c c 1 ) c 1 c c c ( c c 1 ) O C,1 14 80 130 155 310 319 322 350 355 378 407 411 441 448 495 507 513 527 530 552 573 645 650 656 695 715 717 718 738 739 760 781 807 815 831 841 875 878 879 881 926 935 996 1009 1035 1039 1043 1057 1087 1088 1123 1152 1155 1170 1175 1199 1349 1370 1380 1452 1463 1470 1476 1480 1508 1514 1536 1564 1589 1594 1631 1647 1716 1750 1754 1796 1800 1846 1863 1866 1870 1873 1896 1905 1917 1946 2009,COC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC3=C(C=C2)OCO3)[C@H](CCC(=O)N4CCN(CC4)C5=CC=CC=N5)C(=O)NO,COC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC3=C(C=C2)OCO3)[C@H](CCC(=O)N4CCN(CC4)C5=CC=CC=N5)C(=O)NO
1384,C C 1 C C N ( C C 1 ) C 2 = C ( C = C ( C = C 2 ) N C ( = S ) N C ( = O ) / C = C / C 3 = C C = C ( O 3 ) C 4 = C C = C ( C = C 4 ) Cl ) Cl,31 80 89 97 110 121 184 191 216 231 256 270 327 335 366 407 561 650 656 694 728 807 816 835 843 865 875 879 896 926 935 937 945 947 973 979 1019 1057 1070 1119 1122 1148 1152 1160 1181 1295 1309 1325 1380 1436 1459 1480 1581 1604 1647 1683 1741 1750 1772 1777 1794 1816 1865 1873 1890 1915 1917 1919 1937 1943 1960,CC1CCN(CC1)C2=C(C=C(C=C2)NC(=S)NC(=O)/C=C/C3=CC=C(O3)C4=CC=C(C=C4)Cl)Cl,CC1CCN(CC1)C2=C(C=C(C=C2)NC(=S)NC(=O)/C=C/C3=CC=C(O3)C4=CC=C(C=C4)Cl)Cl
1385,C 1 = C C = C ( C = C 1 ) C 2 = N S ( = O ) ( = O ) C 3 = C ( N 2 ) C = C ( C = C 3 ) Br,98 116 192 207 213 232 329 378 389 394 467 469 478 504 650 692 728 736 766 780 816 875 881 909 1060 1088 1114 1157 1160 1175 1199 1220 1286 1291 1380 1458 1467 1513 1529 1631 1667 1731 1750 1856 1873 1877 1907 1919 1939 1948 1982 2017 2043,C1=CC=C(C=C1)C2=NS(=O)(=O)C3=C(N2)C=C(C=C3)Br,C1=CC=C(C=C1)C2=NS(=O)(=O)C3=C(N2)C=C(C=C3)Br
1386,C 1 = C C ( = C C = C 1 C S ( = O ) ( = O ) O C 2 = C C 3 = C ( C = C 2 ) C ( = C C ( = O ) O 3 ) C ( F ) ( F ) F ) F,3 5 14 80 90 92 114 260 262 303 310 314 322 350 406 419 445 628 650 656 675 695 699 718 726 765 809 852 875 915 963 967 983 1085 1195 1241 1259 1279 1357 1380 1410 1453 1476 1534 1589 1591 1604 1670 1733 1750 1754 1760 1781 1803 1808 1827 1851 1873 1928 2020 2036,C1=CC(=CC=C1CS(=O)(=O)OC2=CC3=C(C=C2)C(=CC(=O)O3)C(F)(F)F)S(=O)(=O)[N-]S(=O)(=O)CC4=CC=C(C=C4)F,C1=CC(=CC=C1CS(=O)(=O)OC2=CC3=C(C=C2)C(=CC(=O)O3)C(F)(F)F)S(=O)(=O)[N-]S(=O)(=O)CC4=CC=C(C=C4)F
1387,C C 1 = C C ( = N C ( = N 1 ) N C ( = N C C C 2 = C C = C ( C = C 2 ) O C ( F ) ( F ) F ) N ) C,34 80 91 114 140 144 145 148 223 310 317 322 341 378 468 548 599 608 689 695 718 725 770 798 807 833 875 973 1025 1045 1057 1149 1152 1171 1243 1255 1336 1380 1409 1442 1453 1520 1560 1582 1722 1731 1744 1750 1754 1816 1831 1855 1873 1928 1995,CC1=CC(=NC(=N1)N/C(=N/CN=C(N)NC2=NC(=CC(=N2)C)C)/NC3=NC(=CC(=N3)C)C)C,CC1=CC(=NC(=N1)N/C(=N/CN=C(N)NC2=NC(=CC(=N2)C)C)/NC3=NC(=CC(=N3)C)C)C
1388,C [N+] 1 = C C = C C = C 1 C S,32 80 110 139 164 229 247 418 463 466 524 656 673 687 1003 1057 1088 1199 1208 1237 1380 1393 1435 1459 1520 1592 1688 1744 1750 1774 1873 1912 1964 1980 2032,C[N+]1=CC=CC=C1[As](C2=CC=CC=[N+]2C)C3=C[N+](=O)OS3,C[N+]1=CC=CC=C1[As](C2=CC=CC=[N+]2C)C3=C[N+](=O)OS3
1389,C C 1 C O C ( O C 1 C ) C Cl,80 172 180 218 292 299 332 361 495 511 656 658 660 722 741 756 802 926 949 971 1019 1057 1109 1210 1309 1361 1550 1683 1711 1823 1859 1861 1921 1923,CC1COC(OC1C)CC2OCC(C(O2)C)C,CC1COC(OC1C)CC2OCC(C(O2)C)C
1390,C C N 1 C ( = C ( C ( = N 1 ) C ) C ( = O ) N C 2 = N N ( C = N 2 ) C C 3 = C C = C ( C = C 3 ) Cl ) C,34 80 92 152 158 216 218 294 308 310 378 449 486 561 586 621 629 631 650 747 790 807 816 932 935 1014 1057 1070 1152 1157 1380 1392 1452 1469 1485 1557 1577 1582 1667 1683 1720 1722 1750 1754 1765 1766 1778 1816 1853 1873 1917 1931 1956,CCN1C(=C(C(=N1)C)C(=O)NC2=NN(C=N2)CC3=CC=C(C=C3)Cl)C,CCN1C(=C(C(=N1)C)C(=O)NC2=NN(C=N2)CC3=CC=C(C=C3)Cl)C
1391,Cl [Si] ( c 1 c c c c c 1 ) ( c 1 c c c c c 1 ) C,85 146 260 378 389 464 500 592 636 650 656 807 1028 1057 1083 1088 1101 1199 1380 1549 1579 1683 1750 1809 1873 1922 1962,C[Si](C)(C1=CC=CC=C1)C(=C2C=CN(C=C2)[Si](C)(C3=CC=CC=C3)Cl)[Si](C4=CC=CC=C4)(Cl)Cl,C[Si](C)(C1=CC=CC=C1)C(=C2C=CN(C=C2)[Si](C)(C3=CC=CC=C3)Cl)[Si](C4=CC=CC=C4)(Cl)Cl
1392,C C O C ( = O ) C 1 = C ( N C ( = C 1 C 2 = C C = C ( C = C 2 ) C ) C ( = O ) C ( = O ) N 3 C [C@@H] ( C [C@@H] ( C 3 ) C ) C ) C,20 53 54 80 145 147 235 246 250 281 294 312 456 586 608 612 624 640 650 692 695 739 759 797 807 838 865 896 926 935 967 994 1004 1019 1057 1110 1114 1145 1148 1160 1238 1282 1292 1309 1352 1360 1380 1431 1503 1585 1658 1722 1745 1747 1750 1823 1863 1873 1875 1889 1917 1920 1960 1974 2009 2013,CCOC(=O)C1=C(NC(=C1C2=CC=C(C=C2)C)C(=O)C(=O)N3CC(CC(N3C)CC(=O)C4=C(C(=C(N4)C)C(=O)OCC)C5=CC=C(C=C5)C)C)C,CCOC(=O)C1=C(NC(=C1C2=CC=C(C=C2)C)C(=O)C(=O)N3CC(CC(N3C)CC(=O)C4=C(C(=C(N4)C)C(=O)OCC)C5=CC=C(C=C5)C)C)C
1393,C O C 1 = C C ( = C C ( = C 1 O C ) O C ) / C = N / N ( C 2 = N C 3 = C ( S 2 ) C = C ( C = C 3 ) F ) C ( = O ) C C 4 = C C = C C = C 4,32 80 119 145 162 174 249 282 291 299 325 333 378 389 436 476 506 557 568 629 634 650 675 694 695 699 725 807 841 864 875 881 885 913 959 961 964 966 982 1057 1066 1088 1097 1199 1227 1238 1372 1380 1385 1410 1487 1533 1536 1584 1599 1669 1670 1714 1750 1754 1822 1828 1833 1845 1855 1857 1873 1892 1917 1928 1939 1970 1973 2033,COC1=CC(=CC(=C1OC)OC)/C=N/N(C2=NC3=C(S2)C=C(C=C3)F)C(=O)C/C(=N/N=C/C4=CC(=C(C(=C4)OC)OC)OC)/C5=CC=CC=C5,COC1=CC(=CC(=C1OC)OC)/C=N/N(C2=NC3=C(S2)C=C(C=C3)F)C(=O)C/C(=N/N=C/C4=CC(=C(C(=C4)OC)OC)OC)/C5=CC=CC=C5
1394,[C@@] ( C c 1 c c c c c 1 ) ( c 1 c c c ( c c 1 ) F ) ( c 1 c c ( c c ( c 1 ) C ( F ) ( F ) F ) F ) N C ( = O ) C ( C ( C ( F ) ( F ) F ) ( O ) C ( F ) ( F ) F ) N ( C ) C,1 44 59 80 85 90 103 114 185 195 261 347 354 356 389 392 413 573 577 650 699 755 767 807 809 875 881 888 903 972 1057 1066 1072 1088 1152 1158 1163 1199 1260 1372 1380 1410 1417 1450 1453 1510 1578 1598 1603 1607 1660 1665 1670 1671 1750 1754 1767 1790 1873 1878 1908 1917 1928 1984,CC(C)(C1=CC=C(C=C1)F)NC(=O)C(C(C(CC2=CC=CC=C2)(C3=CC(=CC(=C3)F)C(F)(F)F)O)(C(F)(F)F)C(F)(F)F)N(C)C,CC(C)(C1=CC=C(C=C1)F)NC(=O)C(C(C(CC2=CC=CC=C2)(C3=CC(=CC(=C3)F)C(F)(F)F)O)(C(F)(F)F)C(F)(F)F)N(C)C
1395,C C C C C C C C C C C C [C@@H] 1 [C@H] ( O S ( = O ) ( = O ) O 1 ) [C@H] ( C O C C 2 = C C = C C = C 2 ) N C ( = O ) O C C 3 = C C = C C = C 3,1 80 117 118 147 207 220 294 307 334 348 389 436 469 474 488 535 591 610 650 656 695 745 794 796 807 832 865 882 890 905 1002 1003 1008 1019 1057 1059 1066 1088 1092 1143 1152 1186 1199 1200 1262 1283 1380 1419 1444 1526 1574 1609 1749 1750 1754 1758 1852 1873 1911 1914 1916 1917 1992 2042 2044,CCCCCCCCCCCCCCCCCC1C(OS(=O)(=O)O1)C(COCC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3,CCCCCCCCCCCCCCCCCC1C(OS(=O)(=O)O1)C(COCC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3
1396,C C C 1 = C C = C ( C = C 1 ) N = C 2 N ( C ( = O ) / C ( = C / C 3 = C C ( = C ( C = C 3 ) O C ) O C ) / S 2 ) C 4 = C C = C ( C = C 4 ) C C,25 80 93 94 103 112 131 140 145 202 210 225 233 249 273 281 294 310 314 450 463 650 675 694 695 725 728 841 863 870 875 879 935 1027 1054 1057 1176 1180 1210 1217 1221 1242 1245 1309 1380 1382 1389 1418 1536 1636 1658 1686 1750 1754 1799 1808 1825 1828 1854 1863 1873 1900 1970 2033 2044,CCC1=CC=C(C=C1)N=C2N(C(=O)/C(=C/C3=CC(=C(C=C3)OC)OC)/S2)C4=CC=C(C=C4)N=C5N(C(=O)/C(=C/C6=CC(=C(C=C6)OC)OC)/S5)C7=CC=C(CC)CC,CCC1=CC=C(C=C1)N=C2N(C(=O)/C(=C/C3=CC(=C(C=C3)OC)OC)/S2)C4=CC=C(C=C4)N=C5N(C(=O)/C(=C/C6=CC(=C(C=C6)OC)OC)/S5)C7=CC=C(CC)CC
1397,C C ( = O ) N [C@@H] ( C C 1 = C C ( = C ( C ( = C 1 ) O C ) O ) C 2 = C ( C ( = C C ( = C 2 ) C [C@@H] ( C ( = O ) O ) N C ( = O ) C ) O C ) O ) C ( = O ) O,1 79 80 117 190 202 245 249 251 352 387 389 501 575 591 650 695 736 790 798 807 841 851 875 882 912 1017 1027 1057 1102 1130 1152 1322 1377 1380 1536 1564 1595 1602 1624 1754 1844 1864 1873 1917 1962 1970 2006 2021,CC(=O)NC(CC1=CC(=C(C(=C1)OC)O)C2=C(C(=CC(=C2)CC(C(=O)O)NC(=O)C)OC)O)C(=O)O,CC(=O)NC(CC1=CC(=C(C(=C1)OC)O)C2=C(C(=CC(=C2)CC(C(=O)O)NC(=O)C)OC)O)C(=O)O
1398,C C ( C ) [C@@H] ( C 1 = N N = N N 1 C ( C ) C ) [NH+] 2 C C N ( C C 2 ) C 3 = C C ( = C C = C 3 ) Cl,1 157 165 186 216 257 282 283 350 378 407 496 561 568 585 592 650 687 709 866 875 879 926 935 1039 1049 1057 1088 1164 1179 1237 1240 1255 1259 1359 1365 1380 1422 1480 1647 1683 1690 1697 1729 1750 1773 1783 1825 1839 1873 2029 2036 2038,CC(C)[C@H](C1=NN=NN1C(C)C)[NH+]2CCN(CC2)C3=CC(=CC=C3)Cl,CC(C)[C@H](C1=NN=NN1C(C)C)[NH+]2CCN(CC2)C3=CC(=CC=C3)Cl
1399,C C 1 = C C = C ( N C 1 ) C,14 479 495 567 604 616 645 724 767 796 926 942 1057 1082 1114 1117 1195 1212 1222 1249 1280 1380 1416 1418 1550 1722 1746 1831 1866 1873 1919 1955 1979 1991 1998,C/C/1=C\C=C\2/CN/C(=C/C=C/3\CNC(=CC=C3/C)CN/C(=C\C=C\4/CNC(=CC=C4)CN2)/C)/NC1,C/C/1=C\C=C\2/CN/C(=C/C=C/3\CNC(=CC=C3/C)CN/C(=C\C=C\4/CNC(=CC=C4)CN2)/C)/NC1
1400,[C@H] 1 ( [C@H] ( N [C@H] ( C C 1 = O ) c 1 c c c ( c c 1 ) C ) c 1 c c c ( c c 1 ) C ) c 1 c c c c c 1,10 63 89 231 235 252 314 370 389 427 650 804 840 926 974 1019 1057 1088 1114 1148 1172 1199 1279 1289 1380 1453 1522 1633 1637 1663 1675 1709 1722 1750 1803 1823 1856 1873 1878 1893 1920 1946,CC1=CC=C(C=C1)C2CC(=O)C3C(NC(C(C3=O)C4=CC=CC=C4)C5=CC=CC=C5)N2,CC1=CC=C(C=C1)C2CC(=O)C3C(NC(C(C3=O)C4=CC=CC=C4)C5=CC=CC=C5)N2
1401,C C 1 ( O C ( O 1 ) C 2 = C C = C ( C = C 2 ) C O ) C,58 80 81 130 222 251 310 414 461 577 656 807 837 901 952 1019 1057 1060 1070 1073 1074 1117 1120 1217 1274 1279 1283 1288 1338 1380 1395 1569 1742 1750 1754 1767 1803 1825 1873 1906 1910 2003,CC1(O[C@H]2[C@@H]([Se]1)[Se]C3([Se]2)C4=CC=C([Se]4)C5=CC=C(C=C5)CO)C,CC1(O[C@H]2[C@@H]([Se]1)[Se]C3([Se]2)C4=CC=C([Se]4)C5=CC=C(C=C5)CO)C
1402,C C C C C N 1 C C = C [C@@] 2 3 [C@@H] ( [C@@H] 4 [C@H] ( O 2 ) / C = C \ C C C C O C 4 = O ) C ( = O ) N ( C 3 C 1 = O ) [C@H] ( C C 5 = C C = C C = C 5 ) C O,1 5 37 39 79 80 99 110 202 222 231 276 294 314 376 389 400 431 441 482 589 591 593 650 656 721 765 780 781 787 794 807 857 893 926 935 941 950 951 953 967 1019 1028 1047 1057 1058 1060 1066 1070 1083 1088 1089 1092 1128 1145 1147 1181 1182 1199 1224 1249 1333 1380 1411 1444 1457 1464 1499 1521 1614 1716 1750 1754 1767 1810 1832 1849 1873 1911 1961 2001,CCCCCN1CC=C[C@@]23[C@@H]([C@@H]4[C@H](O2)/C=C\CCCCOC4=O)C(=O)N(C3C1=O)[C@H](CC5=CC=CC=C5)CO,CCCCCN1CC=C[C@@]23[C@@H]([C@@H]4[C@H](O2)/C=C\CCCCOC4=O)C(=O)N(C3C1=O)[C@H](CC5=CC=CC=C5)CO
1403,C C C N ( C ( C 1 = C C ( = C C ( = C 1 ) C ) C ) C ( = O ) N C ( C ) ( C ) C ) C ( = O ) C ( C ( C ) C C ) N C ( = O ) O C ( C ) ( C ) C,1 80 114 117 124 223 227 231 283 294 330 345 354 392 460 477 543 571 573 603 650 695 752 794 807 860 875 881 888 893 1040 1057 1118 1152 1206 1309 1351 1354 1365 1375 1380 1491 1541 1544 1574 1678 1682 1719 1722 1758 1761 1785 1823 1824 1859 1861 1871 1873 1917 1951 1953 2037,CCCN(C(C1=CC(=CC(=C1)C)C)C(=O)NC(C)(C)C)C(=O)C(C(C)CC)NC(=O)OC(C)(C)C,CCCN(C(C1=CC(=CC(=C1)C)C)C(=O)NC(C)(C)C)C(=O)C(C(C)CC)NC(=O)OC(C)(C)C
1404,C O C 1 = C C = C ( C = C 1 ) S ( = O ) ( = O ) N ( C C 2 C C C C 2 ) C [C@H] ( [C@H] ( C C 3 = C C = C C = C 3 ) N C ( = O ) O [C@@H] 4 C C N C 4 ) O,1 29 32 79 80 117 119 187 208 227 234 282 305 319 322 350 389 419 470 484 548 588 649 650 666 695 715 718 781 807 815 831 834 837 841 857 881 888 890 895 926 1019 1028 1050 1057 1066 1088 1114 1126 1145 1152 1179 1199 1308 1325 1328 1330 1350 1380 1399 1461 1476 1536 1546 1598 1692 1750 1754 1758 1771 1860 1873 1917 1946,COC1=CC=C(C=C1)S(=O)(=O)N(CC2CCCC2)C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)O[C@H]4CCNC4)O,COC1=CC=C(C=C1)S(=O)(=O)N(CC2CCCC2)C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)O[C@H]4CCNC4)O
1405,C C [N+] ( = C C ) [O-],10 28 53 75 80 97 294 315 689 694 702 715 789 838 844 871 889 981 1057 1071 1178 1244 1332 1665 1842 1877 1963,CC/[N+](=C/C)/C=C/C(=C/C)/C=[N+](/CC)\C(=C/C)\C(=C/C)\C(=C\C)\C=S,CC/[N+](=C/C)/C=C/C(=C/C)/C=[N+](/CC)\C(=C/C)\C(=C/C)\C(=C\C)\C=S
